cluster_id,media_type,media_subtypes,language,content,content_normalized,length,number_of_authors,years_recycled,engagement_counts,qwen_family,qwen_subclass,gpt5mini_family,gpt5mini_subclass,sonnet_family,sonnet_subclass,plurality_family,plurality_subclass
11225217544231569308,text,,fr,J’ai hâte d'arriver à cette étape de ma vie où j'achète des meubles et décore ma maison avec l’amour de ma vie,j ai hâte d arriver à cette étape de ma vie où j achète des meubles et décore ma maison avec l amour de ma vie,110,14,[2022],"[9383, 2384, 15829, 10151, 202, 38021, 3936, 5418, 13329, 6344, 2350, 20638, 1974, 2966, 1711, 3910, 5472, 2036, 21240]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
12143958338983629775,text,,fr,Ne pas croire en Dieu est un pêché que même le diable 😈 n'a pas commis,ne pas croire en dieu est un pêché que même le diable n a pas commis,70,21,"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[416, 806, 74, 161, 4465, 202, 774, 222, 80, 91, 79, 148, 119, 2184, 155, 3215, 218, 8750, 59, 592, 67]",assertion,commentary_news,expression,aphorism,expression,aphorism,expression,aphorism
2632157065819237382,text,,fr,"Si un jour une chaise te dit que t'as un joli cul, tu trouveras ça bizarre mais c'est juste un compliment d'objet direct.",si un jour une chaise te dit que t as un joli cul tu trouveras ça bizarre mais c est juste un compliment d objet direct,121,23,"[2012, 2013, 2014, 2015, 2016, 2017]","[8992, 207, 240, 245, 65, 85, 81, 176, 105, 135, 133, 70, 251, 761, 105, 147, 104, 62, 2144, 1829, 201, 182, 123, 16627, 2028, 125, 243, 817, 1920, 365]",expression,constructed_joke,expression,constructed_joke,expression,constructed_joke,expression,constructed_joke
5876610652367264364,text,,fr,Je me moque comment nous nous sommes rencontrés. Je suis juste heureuse que ce soit arrivé.,je me moque comment nous nous sommes rencontrés je suis juste heureuse que ce soit arrivé,91,40,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[159, 214, 100, 622, 139, 441, 140, 173, 180, 51, 94, 265, 564, 475, 74, 400, 104, 282, 63, 461, 56, 98, 131, 315, 219, 147, 223, 158, 156, 118, 141, 80, 138, 187, 189, 380, 83, 476, 118, 116, 1363, 280, 183, 67, 93, 102, 156, 53, 210, 127, 160, 116, 94, 52, 176, 135, 427, 78, 182, 545, 212, 304, 67, 188, 263, 56, 119, 198, 241, 96, 187, 437, 343, 55, 1117, 328, 375, 305, 349, 77, 55, 190, 770, 302, 74, 57, 257, 570, 132, 588, 700, 118, 85, 123, 94]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
9655873163760359346,media,photo,fr,Je jure solennellement que mes intentions sont mauvaises. ✏️ https://t.co/2FTnFtcBvk,je jure solennellement que mes intentions sont mauvaises,84,23,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2022]","[148, 68, 171, 208, 570, 56, 133, 50, 403, 1355, 101, 153, 242, 426, 328, 1955, 123, 89, 105, 7968, 337, 3338, 333]",expression,constructed_joke,expression,everyday_reflection,borrowed,secular_quote,,
8740392569273272729,text,,fr,Ce n'est pas parce que tu sais ce que je ressens que tu sais comment je vais.,ce n est pas parce que tu sais ce que je ressens que tu sais comment je vais,77,21,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[396, 794, 591, 136, 349, 385, 458, 753, 557, 508, 107, 133, 67, 501, 574, 74, 503, 440, 308, 585, 466, 308, 380, 183, 74, 345, 82, 465, 258, 126, 538, 56, 249, 309, 587, 298, 571, 299, 687, 160, 329, 319, 53, 193, 50, 368, 350, 225, 446, 340, 281, 324, 453, 254, 671, 471, 285, 477, 232, 174, 62, 313, 483, 400, 688, 314, 371, 136, 784, 593, 314, 529, 354, 853, 1114, 589, 218, 204, 67, 2459, 526, 1309, 716, 179, 1601, 515, 447, 176, 1198, 285, 53]",expression,aphorism,expression,everyday_reflection,expression,aphorism,expression,aphorism
3672616167226735573,media,photo|photo|photo|photo,fr,"""Le Monde ne sera pas détruit par ceux qui font le mal mais par ceux qui les regardent sans rien faire."" Albert Einstein https://t.co/B66v870MQa",le monde ne sera pas détruit par ceux qui font le mal mais par ceux qui les regardent sans rien faire albert einstein,144,21,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[499, 492, 76, 297, 57, 490, 613, 238, 148, 363, 104, 612, 83, 459, 771, 92, 1621, 498, 721, 225, 235, 600, 281, 88, 624, 1157, 261, 767, 85, 160, 144, 907, 54, 51, 464, 276, 78, 64]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
17045659614548848265,text,,fr,Logique féminine : Il ne me parle pas donc il ne m'aime pas,logique féminine il ne me parle pas donc il ne m aime pas,59,30,"[2014, 2015, 2016, 2019, 2020, 2022]","[144, 199, 381, 215, 340, 187, 71, 124, 69, 144, 145, 147, 120, 220, 159, 129, 51, 315, 54, 89, 110, 95, 1883, 300, 56, 156, 423, 108, 96, 211, 14002, 7965, 566, 117]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
7913448279604155151,media,photo,fr,"Ton prof de sport : '' la météo est bonne , on peut faire sport '' https://t.co/64Vj2HUCzb",ton prof de sport la météo est bonne on peut faire sport,90,22,"[2014, 2015, 2020]","[104, 43385, 18134, 814, 94, 2597, 264, 13337, 91, 245, 261, 15396, 1178, 669, 1101, 1733, 2356, 1275, 159, 804, 198, 202, 229]",expression,constructed_joke,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
14920908950480967082,text,,fr,"Si toi aussi tu effaces ton mot de passe entièrement pour recommencer à l'écrire, quand tu te trompes d'un seul caractère en le tapant…",si toi aussi tu effaces ton mot de passe entièrement pour recommencer à l écrire quand tu te trompes d un seul caractère en le tapant,135,28,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[189, 260, 103, 72, 75, 69, 190, 83, 86, 93, 53, 186, 232, 67, 170, 103, 122, 133, 127, 254, 218, 65, 118, 223, 77, 121, 158, 56, 76, 66, 210, 195, 132, 206, 78, 64, 1074, 109, 159, 184, 116, 78, 130, 130, 157, 128, 640, 70, 368]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
3281657196805240863,text,,fr,S'embrasser + s'arrêter + se regarder+ sourire+ se re-embrasser...,s embrasser s arrêter se regarder sourire se re embrasser,66,28,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]","[5495, 2278, 268, 17899, 139, 537, 788, 2393, 90, 520, 5837, 9042, 5903, 102, 96, 14452, 17031, 4803, 1500, 10958, 562, 894, 966, 16451, 4629, 88, 1089, 4096, 1095, 1007, 9614, 3366, 5929]",expression,creative_writing,expression,everyday_reflection,expression,creative_writing,expression,creative_writing
11462702474637053622,text,,fr,"Plus l'espérance est grande, plus la déception est violente",plus l espérance est grande plus la déception est violente,59,22,"[2015, 2016, 2017, 2018, 2019, 2020, 2022]","[52, 76, 69, 207, 376, 517, 78, 57, 312, 88, 2427, 460, 7543, 1039, 753, 4292, 75, 655, 94, 97, 1115, 1083, 601]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
17425038395033557613,media,photo,fr,rElaTiOn dIsCrÈtE rElAtIoN pArFaItE vIvOnS cAcHés oN aUrA mOiNs dE pRobLÈmEs https://t.co/s3q9ntq1KW,relation discrète relation parfaite vivons cachés on aura moins de problèmes,100,30,"[2016, 2017, 2018, 2019, 2020, 2021]","[148, 91, 62, 96, 285, 51, 285, 304, 70, 82, 218, 80, 545, 79, 7075, 248, 140, 80, 1318, 6336, 6374, 61, 113, 245, 1896, 52, 54, 78, 864, 675]",non_content,degenerate_filler,expression,everyday_reflection,expression,aphorism,,
4250440879607806902,text,,fr,"je suis contente d'être assez difficile et d'avoir un sale caractère, parce qu'au moins quand quelqu'un reste, c'est qu'il le veut vraiment",je suis contente d être assez difficile et d avoir un sale caractère parce qu au moins quand quelqu un reste c est qu il le veut vraiment,139,22,"[2016, 2017, 2018]","[3197, 4178, 2424, 4999, 1601, 2041, 1874, 127, 1718, 1434, 1294, 244, 2815, 2633, 277, 238, 2277, 1761, 658, 16921, 3515, 8199, 560, 6425, 339, 7819, 2630, 957, 8171, 455, 8021]",expression,aphorism,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
2906912416420427024,media,photo,fr,Ma passion ?  Savoir des choses que je ne suis pas censé savoir 😌 https://t.co/DLM3fopBKh,ma passion savoir des choses que je ne suis pas censé savoir,89,21,"[2016, 2017, 2018, 2020]","[5059, 3083, 4052, 2098, 526, 279, 1190, 5246, 4526, 924, 1929, 3352, 4965, 6224, 3772, 3342, 1910, 72, 332, 2416, 1051, 4587, 365, 422, 313, 280, 319, 3390, 581, 359, 368, 9655, 5289, 159, 8290, 80, 3294, 4655, 371, 1367]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
5717165226437285568,text,,fr,"je dirais toujours ""c'est pas grave"" même quand c'est grave et que ça me blesse",je dirais toujours c est pas grave même quand c est grave et que ça me blesse,79,38,"[2016, 2017, 2018, 2019, 2020]","[3360, 3606, 5105, 1989, 2582, 135, 383, 3205, 3804, 4775, 4307, 78, 3347, 772, 1667, 7125, 63, 2722, 88, 866, 5482, 2636, 151, 203, 1708, 10920, 167, 145, 1123, 3120, 3694, 7193, 4529, 12299, 2833, 5289, 68, 887, 9968, 6331, 3045, 778, 169, 474, 157, 2024, 1914, 905, 4031]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
1622777684784085174,text,,fr,T'as peur d'aimer car au final t'as peur qu'on t'abandonne,t as peur d aimer car au final t as peur qu on t abandonne,58,26,"[2017, 2018, 2019, 2021]","[1161, 17783, 290, 6301, 141, 57, 6810, 358, 1356, 1028, 65, 1355, 1185, 3849, 198, 2617, 58, 2160, 4762, 3310, 68, 269, 492, 129, 2321, 1935, 8963, 206, 11457]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
2465612061666232218,text,,fr,"le premier pas pour avoir ce que vous voulez, c’est d’avoir le courage de quitter ce que vous ne voulez plus",le premier pas pour avoir ce que vous voulez c est d avoir le courage de quitter ce que vous ne voulez plus,108,23,"[2017, 2018, 2019, 2021, 2022]","[151, 248, 331, 325, 303, 4570, 104, 247, 487, 111, 902, 73, 7673, 1535, 356, 56, 1022, 1935, 299, 208, 55, 162, 878]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
804061270398340009,media,photo,fr,Je vous parle d’un temps que les moins de 20 ans ne peuvent pas connaître... https://t.co/iOHPEEkNBy,je vous parle d un temps que les moins de 20 ans ne peuvent pas connaître,100,26,"[2017, 2018, 2019, 2020, 2021, 2022]","[1919, 258, 927, 26740, 1450, 10698, 45461, 1533, 143, 5233, 88, 64, 58424, 726, 5470, 59398, 50, 319, 1003, 161, 180, 99713, 65280, 2044, 92, 305, 11711, 5391, 2699]",borrowed,song_lyric,borrowed,song_lyric,borrowed,song_lyric,borrowed,song_lyric
2047562092384858160,media,photo|photo,fr,Igo la vie est moche donc on l'a maquillée avec des mensonges https://t.co/27AJOYVQhU,igo la vie est moche donc on l a maquillée avec des mensonges,85,23,"[2017, 2018, 2019, 2020, 2021]","[3084, 792, 74, 299, 51, 258, 1189, 120, 4406, 398, 331, 710, 71, 160, 72, 1382, 2274, 2340, 856, 70, 4471, 543, 52, 67, 6340, 336, 3379]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
15076405982952291376,text,,fr,"Le Prophète ﷺ a dit :  « Sache que ce qui t’a manqué ne t’a pas été destiné, et ce qui t’a touché n’avait pas à t’éviter.  Et sache que la victoire vient après la patience, et le soulagement après l’angoisse.  Et qu’avec la difficulté, il y a aisance.»",le prophète ﷺ a dit sache que ce qui t a manqué ne t a pas été destiné et ce qui t a touché n avait pas à t éviter et sache que la victoire vient après la patience et le soulagement après l angoisse et qu avec la difficulté il y a aisance,252,45,"[2018, 2019, 2020, 2021, 2022]","[153, 1968, 4612, 8920, 757, 4914, 328, 2905, 182, 588, 600, 3880, 82, 271, 784, 9795, 82, 56, 544, 5252, 706, 2151, 1278, 72, 2851, 3347, 648, 463, 297, 70, 90, 306, 83, 364, 54, 119, 1145, 3774, 722, 796, 210, 161, 547, 208, 440, 2119, 172, 1863, 6895, 4968, 4376, 91, 826, 4726, 1314, 76, 397, 5365, 101, 5888, 318, 401, 296, 5504, 2491, 1936, 3635, 1310]",borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote
14703358419966209858,text,,fr,@M6 Les inconscients ne savent pas qu’ils sont inconscients car ils ne connaissent pas la conscience,les inconscients ne savent pas qu ils sont inconscients car ils ne connaissent pas la conscience,100,39,"[2018, 2019, 2020, 2021]","[1601, 7515, 406, 244, 104, 72, 8104, 15154, 5022, 533, 734, 170, 252, 346, 1290, 78, 10215, 2199, 4944, 151, 115, 722, 445, 114, 492, 2724, 804, 122, 318, 923, 2106, 65, 1035, 85, 223, 141, 106, 434, 417]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
11196996352433550724,text,,fr,Voyager en couple c’est vraiment un gros but dans ma vie,voyager en couple c est vraiment un gros but dans ma vie,56,29,"[2019, 2020, 2021, 2022]","[29328, 8936, 26699, 7035, 11487, 8879, 17978, 680, 28205, 38506, 2817, 1734, 2228, 2235, 1083, 9494, 15292, 22575, 3214, 23549, 424, 256, 4659, 986, 24391, 2458, 3552, 6152, 360, 5030, 1117, 3484, 85, 1212, 86, 5108, 9853, 6304]",expression,everyday_reflection,assertion,personal_announcement,assertion,personal_announcement,assertion,personal_announcement
6802707407400747418,media,photo|photo,fr,j’aimerais pourvoir m’habiller comme ça mais mdr la France ??? les français ???? les parents ???? les gens tout court enft 💀💀 https://t.co/8F7FhwQIIk,j aimerais pourvoir m habiller comme ça mais mdr la france les français les parents les gens tout court enft,149,39,[2019],"[5703, 1003, 8373, 323, 623, 336, 287, 7496, 2515, 373, 209, 4105, 214, 812, 128, 722, 250, 1076, 203, 1176, 5596, 1554, 1149, 219, 248, 3614, 55, 151, 191, 80, 472, 410, 60, 60, 236, 533, 463, 57, 2309]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
17534236672875090611,text,,fr,"Ne t'attache pas à ce qui ne restera pas avec toi, et rapproche toi de Celui qui ne te quittera jamais.  { Ibn Al Qayyim }",ne t attache pas à ce qui ne restera pas avec toi et rapproche toi de celui qui ne te quittera jamais ibn al qayyim,122,29,"[2019, 2020, 2021, 2022]","[479, 4012, 306, 4084, 1645, 398, 92, 1072, 1163, 624, 226, 1734, 298, 1323, 3464, 313, 686, 286, 65, 58, 1967, 65, 61, 382, 913, 1401, 73, 229, 822, 3327, 67, 3794, 508, 2432]",borrowed,scripture_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
10474315043068062185,text,,fr,ولا تبحث عن قيمتك في أعين الناس  Ne cherchez pas votre valeur dans les yeux des gens.   Ibn Al Qayyim رحمه الله,ولا تبحث عن قيمتك في أعين الناس ne cherchez pas votre valeur dans les yeux des gens ibn al qayyim رحمه الله,111,28,"[2020, 2021, 2022]","[790, 743, 341, 8219, 439, 213, 85, 2031, 91, 434, 101, 363, 426, 6146, 102, 480, 2716, 465, 96, 403, 830, 203, 1544, 108, 2477, 531, 4934, 1225, 277, 96, 1354, 106, 3043]",borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote
16054067513918169014,text,,fr,"il y a des potes c’est l’amour de ta vie, mais en version amitié",il y a des potes c est l amour de ta vie mais en version amitié,64,32,"[2020, 2021, 2022]","[70356, 78, 68677, 10123, 14181, 25517, 324, 6184, 16048, 6570, 16177, 3224, 219, 1545, 49552, 38973, 6572, 1798, 2008, 5981, 24688, 2011, 3577, 1988, 72, 200, 2013, 1320, 20413, 161, 333, 7173, 4054, 421, 3083, 7171, 4615, 6036]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
6165792852236701052,media,photo,fr,15 Rt = 5nudes🔁 25 Rt = 10nudes🔁 35 Rt=15nudes🔁 50 Rt=20nudes🔁 150 Rt=nudes a volonté avec sexe cam  Tout ceux qui auront RT 🔁 / Like ❤ &amp; Commente 💭 gagneront UNE NUDE personnalisée 😋 ! 💦💦🔞🔞 Contactez moi https://t.co/HxevF7yYIR,15 rt 5nudes 25 rt 10nudes 35 rt 15nudes 50 rt 20nudes 150 rt nudes a volonté avec sexe cam tout ceux qui auront rt like amp commente gagneront une nude personnalisée contactez moi,232,48,"[2020, 2021, 2022]","[244, 231, 166, 52, 266, 59, 161, 179, 278, 69, 79, 291, 112, 166, 63, 351, 51, 155, 145, 122, 116, 52, 294, 54, 116, 191, 105, 197, 390, 71, 338, 68, 191, 337, 78, 88, 83, 401, 87, 90, 250, 116, 57, 50, 103, 112, 167, 59, 414, 248, 239, 140, 86, 95, 56]",solicitation,commercial_solicitation,solicitation,engagement_solicitation,solicitation,commercial_solicitation,solicitation,commercial_solicitation
7609808823027664750,media,photo|photo,fr,Dans mon                ||      ...Je roule et  Tommy Hilfiger  (Quoi!?)     j'emballe j’ai foutu              (Hein!?)   ma sista jla 4 bonbonnes...        ||         rends belle https://t.co/rSSKEYJuut,dans mon je roule et tommy hilfiger quoi j emballe j ai foutu hein ma sista jla 4 bonbonnes rends belle,203,91,"[2020, 2021]","[2358, 273, 2515, 152, 86, 2331, 53, 243, 270, 189, 313, 132, 221, 2316, 54, 180, 59, 9414, 107, 157, 293, 6484, 142, 12487, 441, 145, 22647, 185, 167, 133, 268, 1755, 56, 28595, 6369, 21087, 346, 59, 79, 1995, 113, 681, 453, 118, 1198, 199, 648, 138, 334, 432, 929, 148, 131, 155, 157, 338, 218, 51, 125, 242, 83, 89, 17916, 158, 85, 52, 150, 416, 50, 223, 122, 68, 10553, 136, 23097, 23708, 4763, 7055, 27621, 197, 257, 167, 337, 63, 80, 1425, 107, 54, 130, 52, 67, 67, 95, 4174, 57, 439, 21792, 332]",non_content,degenerate_filler,expression,creative_writing,borrowed,song_lyric,,
5319127659822393661,text,,fr,Damso a dit « Désolé d’avoir cru en toi quand tu faisais semblant »,damso a dit désolé d avoir cru en toi quand tu faisais semblant,67,22,"[2021, 2022]","[50299, 307, 2818, 31313, 22332, 919, 56171, 4802, 2367, 81, 17572, 4932, 3991, 3213, 4419, 4981, 3173, 433, 246, 2598, 940, 3214, 4782, 2919, 10664, 213, 5063, 5730, 21925, 7949, 6855, 5649, 3785, 422, 2898, 4460, 3294, 1320, 2628, 478, 703, 224, 2821, 1471, 3341, 2021, 674, 2086, 3052, 507, 2302, 1836, 4151, 2175, 2486, 5438, 1251, 1427, 999, 1500, 6650, 355, 1744, 1652, 1051, 1018, 570, 749]",borrowed,song_lyric,borrowed,secular_quote,borrowed,song_lyric,borrowed,song_lyric
4285805943005347903,text,,fr,Évitez de perdre ce que vous ne pourrez certainement jamais remplacer,évitez de perdre ce que vous ne pourrez certainement jamais remplacer,69,22,"[2021, 2022]","[11459, 634, 114, 79, 1484, 5188, 90, 830, 951, 9937, 7727, 977, 3886, 1175, 633, 7448, 1113, 6159, 1330, 5717, 8620, 113, 1566, 360, 379, 805, 886, 198, 1101, 4021, 2013, 784, 1168, 70]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
8628454470977482206,text,,fr,Quand je dis « Je t'aime. » je le pense vraiment. Retweet si c'est le cas pour toi aussi.,quand je dis je t aime je le pense vraiment retweet si c est le cas pour toi aussi,89,3,"[2012, 2013, 2015]","[1412, 3725, 73]",solicitation,engagement_solicitation,solicitation,engagement_solicitation,solicitation,engagement_solicitation,solicitation,engagement_solicitation
10669400823340821239,text,,fr,Conversations sur Skype : 5% Salut ça va ? (…) 95% Tu m'entends ??? Et là tu m'entends ?!!,conversations sur skype 5 salut ça va 95 tu m entends et là tu m entends,90,3,"[2012, 2014, 2015]","[174, 303, 64]",expression,constructed_joke,expression,everyday_reflection,expression,constructed_joke,expression,constructed_joke
14943929522719963797,media,photo,fr,Voilà comment déterminer la couleur des yeux que votre bébé aura. http://t.co/kdEvw5BUXw,voilà comment déterminer la couleur des yeux que votre bébé aura,88,3,"[2013, 2015]","[13408, 506, 978]",assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle,assertion,instructional_listicle
3987540115037104800,media,photo,fr,""" Pour chaque pas que tu fais en te dirigeant vers la mosquée, tu as une aumône "".   [ Al-Boukhâri, Mouslim ] http://t.co/hQz4ZZrHHj",pour chaque pas que tu fais en te dirigeant vers la mosquée tu as une aumône al boukhâri mouslim,132,3,"[2013, 2014]","[153, 79, 52]",borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote,borrowed,scripture_quote
12844879220363952708,text,,fr,"Le #Poissons défendra toujours ceux qu'il aime, même s'ils ont tort.",le poissons défendra toujours ceux qu il aime même s ils ont tort,68,3,"[2013, 2016, 2020, 2022]","[2525, 4685, 90, 59, 206, 61, 66]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
17372749615225507404,text,,fr,Retweeter  Un  Long  Tweet  Comme  Celui  Çi  Juste  Pour  Faire  Chier  Les   Gens  Qui  Utilisent  Twitter  Sur  Leurs  Portables.  :),retweeter un long tweet comme celui çi juste pour faire chier les gens qui utilisent twitter sur leurs portables,136,3,"[2013, 2014]","[4808, 3172, 144]",solicitation,engagement_solicitation,solicitation,engagement_solicitation,expression,everyday_reflection,solicitation,engagement_solicitation
6257571685351208559,media,photo,fr,"Je suis déjà tombé pour toi, et si c'était à refaire, je le referai. http://t.co/hvLHhJafBS",je suis déjà tombé pour toi et si c était à refaire je le referai,91,3,[2014],"[461, 596, 110]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
17769560092412398135,media,photo,fr,"""Dance at Moulin de la Galette"" (1876), Renoir (Francia) - Impresionismo https://t.co/EI2tFDx8BU",dance at moulin de la galette 1876 renoir francia impresionismo,96,3,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]","[344, 147, 165, 85, 226, 254, 147, 192, 109, 66, 77, 104, 273, 503, 85, 75, 596, 183, 241, 357, 59, 229, 303, 51, 259]",assertion,fact_trivia,assertion,fact_trivia,assertion,fact_trivia,assertion,fact_trivia
12642104062795943770,text,,fr,"« Un homme n’est pas malheureux parce qu’il a de l’ambition, mais parce qu’il en est dévoré. »  Montesquieu",un homme n est pas malheureux parce qu il a de l ambition mais parce qu il en est dévoré montesquieu,107,3,"[2014, 2017, 2018, 2019]","[89, 308, 114, 130]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
133734565273600984,text,,fr,"L'amour est vrai quand vous le prouvez, pas quand vous le dites.",l amour est vrai quand vous le prouvez pas quand vous le dites,64,3,"[2014, 2015, 2016]","[240, 240, 97, 985, 53]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
15207521302954281224,media,photo|photo|photo|photo,fr,quand tu entres dans une pièce mas que tu oublies ce que tu voulais faire https://t.co/LGpPHdLIeP,quand tu entres dans une pièce mas que tu oublies ce que tu voulais faire,97,3,"[2015, 2018]","[5670, 14556, 10962]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
7930951060303052657,media,photo,fr,Il est temps de vivre la vie que tu t'es imaginée. Henry James http://t.co/nzrpJTc8rs,il est temps de vivre la vie que tu t es imaginée henry james,85,3,"[2015, 2017, 2018]","[140, 148, 4897]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
14653443775556536828,text,,fr,"""C'est de l'enfer des pauvres qu'est fait le paradis des riches"" V. Hugo https://t.co/unyL3LhbN7",c est de l enfer des pauvres qu est fait le paradis des riches v hugo,96,3,"[2015, 2017, 2020]","[1352, 148, 739]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
542055229446446344,text,,fr,Le #Cancer n'aime pas qu'on lui dise qu'il doit devenir plus sociable.,le cancer n aime pas qu on lui dise qu il doit devenir plus sociable,70,3,"[2015, 2016, 2019, 2021]","[2826, 877, 955, 89]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
7315093438455499451,text,,fr,"""est-ce que ça s'entend dans ma voix que quelque chose s'est brisé en moi?""",est ce que ça s entend dans ma voix que quelque chose s est brisé en moi,75,3,[2016],"[450, 308, 130]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
2949886737776377125,media,photo,fr,Aucun hommes du monde ne peux le remplacer. Il a une place dans mon coeur que personne ne pourra détrôner 💍 https://t.co/meGlE890VX,aucun hommes du monde ne peux le remplacer il a une place dans mon coeur que personne ne pourra détrôner,131,3,"[2016, 2017]","[1788, 234, 62]",expression,everyday_reflection,,,expression,everyday_reflection,expression,everyday_reflection
17046054977861563429,text,,fr,Sur l'autoroute c'est trop chelou tu fais trop une baston de regard avec les personnes de la voiture qui passent à côté de toi mdrr,sur l autoroute c est trop chelou tu fais trop une baston de regard avec les personnes de la voiture qui passent à côté de toi mdrr,131,3,"[2016, 2017, 2018]","[27020, 744, 392, 202, 141, 328, 213, 229, 143, 78, 217, 579]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
14097503530774545242,media,photo,fr,""" L'absence diminue les médiocres passions et augmente les grandes, comme le vent éteint les bougies et allume le feu. ""  - La Rochefoucauld https://t.co/aSoIWZu2uJ",l absence diminue les médiocres passions et augmente les grandes comme le vent éteint les bougies et allume le feu la rochefoucauld,164,3,"[2016, 2020, 2021]","[221, 431, 57]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
11034090211786387414,media,photo,fr,« Chaque parole a une conséquence. Chaque silence aussi. » Jean-Paul Sartre https://t.co/AmVNA3yBj2,chaque parole a une conséquence chaque silence aussi jean paul sartre,99,3,"[2017, 2020, 2021, 2022]","[538, 2047, 70, 1284, 2103]",borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote,borrowed,secular_quote
17671271009451092162,text,,fr,Ne verse pas de larmes pour une personne qui ne sera pas là pour les essuyer...,ne verse pas de larmes pour une personne qui ne sera pas là pour les essuyer,79,3,"[2017, 2022]","[697, 447, 1073]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
6033187984644212889,media,photo,fr,g envie de me tripoter la chatte.RETWEETE si  tu te sentirais de me mettre un petit doigt https://t.co/KtjWv31m3S,g envie de me tripoter la chatte retweete si tu te sentirais de me mettre un petit doigt,113,3,"[2017, 2019]","[81, 96, 225]",solicitation,engagement_solicitation,solicitation,engagement_solicitation,solicitation,engagement_solicitation,solicitation,engagement_solicitation
4032135870430976660,text,,fr,"À 12 ans ça fait des soirées entre potes , moi je me cachais sous ma couette pour pas que mes parents voient que je joue à la DS à 22h",à 12 ans ça fait des soirées entre potes moi je me cachais sous ma couette pour pas que mes parents voient que je joue à la ds à 22h,134,3,"[2017, 2018]","[47440, 8388, 46068]",expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection,expression,everyday_reflection
17658114897461270714,text,,fr,"jl'ai fais souffrir, jl'ai fais sourire malgré mes airs, j'en ai souffert",jl ai fais souffrir jl ai fais sourire malgré mes airs j en ai souffert,73,3,[2018],"[101, 2818, 280]",expression,everyday_reflection,expression,creative_writing,expression,everyday_reflection,expression,everyday_reflection
15130872126689709736,text,,fr,"Méfiez vous des apparences, elles sont trop souvent trompeuses",méfiez vous des apparences elles sont trop souvent trompeuses,62,3,"[2018, 2022]","[1307, 613, 1466, 1501]",expression,aphorism,expression,aphorism,expression,aphorism,expression,aphorism
